frame,xmin,xmax,ymin,ymax,class_id,occl
set00_V000_290.png,602,626,160,213,1,0
set00_V000_1610.png,592,616,156,221,1,0
set00_V000_422.png,561,587,151,204,1,0
set00_V000_429.png,589,612,152,208,1,0
set00_V000_730.png,533,556,154,212,1,0
set00_V000_470.png,602,625,134,185,1,0
set00_V000_436.png,617,638,152,209,1,0
set00_V000_432.png,601,623,152,208,1,0
set00_V000_1598.png,551,572,155,213,1,0
set00_V000_1590.png,530,551,154,211,1,0
set00_V000_726.png,525,548,154,210,1,0
set00_V000_283.png,528,548,155,213,1,0
set00_V000_283.png,575,599,159,211,1,0
set00_V000_277.png,512,531,157,210,1,0
set00_V000_277.png,554,578,158,208,1,0
set00_V000_471.png,605,628,133,184,1,0
set00_V000_537.png,582,609,154,204,1,0
set00_V000_712.png,498,521,155,207,1,0
set00_V000_376.png,525,547,153,205,1,0
set00_V000_1576.png,502,521,156,207,1,0
set00_V000_390.png,571,590,154,205,1,0
set00_V000_1715.png,595,619,153,204,1,0
set00_V000_1716.png,598,621,153,204,1,0
set00_V000_749.png,577,602,152,219,1,0
set00_V000_385.png,552,572,154,206,1,0
set00_V000_760.png,608,635,152,224,1,0
set00_V000_747.png,572,597,152,218,1,0
set00_V000_1583.png,514,534,154,208,1,0
set00_V000_1585.png,519,539,154,209,1,0
set00_V000_468.png,597,621,135,185,1,0
set00_V000_291.png,551,575,154,214,1,0
set00_V000_291.png,606,630,160,213,1,0
set00_V000_1600.png,557,578,156,215,1,0
set00_V000_426.png,578,603,152,207,1,0
set00_V000_420.png,555,580,152,204,1,0
set00_V000_755.png,592,619,151,222,1,0
set00_V000_392.png,579,598,155,206,1,0
set00_V000_721.png,516,539,154,209,1,0
set00_V000_538.png,585,612,154,204,1,0
set00_V000_368.png,506,529,152,204,1,0
set00_V000_286.png,536,558,154,214,1,0
set00_V000_286.png,586,610,159,211,1,0
set00_V000_1719.png,610,632,154,205,1,0
set00_V000_279.png,517,536,156,211,1,0
set00_V000_279.png,560,584,158,209,1,0
set00_V000_1608.png,585,609,156,222,1,0
set00_V000_724.png,521,544,154,210,1,0
set00_V000_1584.png,516,536,154,209,1,0
set00_V000_754.png,590,617,151,221,1,0
set00_V000_750.png,579,605,152,220,1,0
set00_V000_289.png,545,568,154,214,1,0
set00_V000_289.png,598,622,160,213,1,0
set00_V000_759.png,604,631,151,223,1,0
set00_V000_719.png,512,535,154,208,1,0
set00_V000_540.png,591,618,154,204,1,0
set00_V000_380.png,536,557,153,205,1,0
set00_V000_466.png,591,616,136,186,1,0
set00_V000_728.png,529,552,154,211,1,0
set00_V000_280.png,520,539,156,212,1,0
set00_V000_280.png,564,588,158,209,1,0
set00_V000_715.png,504,527,155,208,1,0
set00_V000_1599.png,554,575,155,214,1,0
set00_V000_464.png,585,610,136,186,1,0
set00_V000_394.png,587,606,155,206,1,0
set00_V000_393.png,583,602,155,206,1,0
set00_V000_465.png,588,613,136,186,1,0
set00_V000_417.png,545,570,152,202,1,0
set00_V000_418.png,548,573,152,203,1,0
set00_V000_744.png,564,588,153,218,1,0
set00_V000_733.png,539,562,154,213,1,0
set00_V000_389.png,567,586,154,205,1,0
set00_V000_370.png,510,533,152,204,1,0
set00_V000_360.png,492,512,154,204,1,0
set00_V000_384.png,549,569,154,206,1,0
set00_V000_363.png,497,520,152,204,1,0
set00_V000_361.png,494,515,153,203,1,0
set00_V000_365.png,501,525,151,203,1,0
set00_V000_758.png,601,629,150,222,1,0
set00_V000_1601.png,560,581,156,215,1,0
set00_V000_741.png,557,581,153,216,1,0
set00_V000_1589.png,527,548,154,211,1,0
set00_V000_366.png,502,526,151,203,1,0
set00_V000_1580.png,509,529,155,208,1,0
set00_V000_388.png,563,582,154,205,1,0
set00_V000_1714.png,591,615,152,202,1,0
set00_V000_435.png,615,636,152,209,1,0
set00_V000_731.png,535,558,154,212,1,0
set00_V000_398.png,604,623,155,206,1,0
set00_V000_438.png,623,637,152,209,1,0
set00_V000_433.png,606,628,152,208,1,0
set00_V000_467.png,594,618,135,185,1,0
set00_V000_1713.png,588,612,152,202,1,0
set00_V000_723.png,519,542,154,209,1,0
set00_V000_434.png,611,632,152,209,1,0
set00_V000_1587.png,523,544,154,210,1,0
set00_V000_740.png,554,578,153,215,1,0
set00_V000_757.png,598,625,150,222,1,0
set00_V000_386.png,556,576,154,206,1,0
set00_V000_1586.png,521,541,154,210,1,0
set00_V000_751.png,582,608,152,220,1,0
set00_V000_1588.png,525,546,154,210,1,0
set00_V000_738.png,550,573,153,214,1,0
set00_V000_1596.png,545,566,155,213,1,0
set00_V000_469.png,599,623,134,184,1,0
set00_V000_1609.png,589,613,156,222,1,0
set00_V000_293.png,618,638,159,211,1,0
set00_V000_713.png,500,523,155,207,1,0
set00_V000_391.png,575,594,155,206,1,0
set00_V000_396.png,596,615,155,206,1,0
set00_V000_378.png,530,551,153,205,1,0
set00_V001_1184.png,573,588,165,219,1,0
set00_V001_1682.png,595,613,159,211,1,0
set00_V001_1329.png,598,618,160,212,1,0
set00_V001_637.png,28,45,161,219,1,0
set00_V001_637.png,9,29,160,214,1,0
set00_V001_316.png,393,410,156,208,1,0
set00_V001_568.png,519,593,96,259,1,0
set00_V001_372.png,503,528,134,223,1,0
set00_V001_372.png,330,352,151,206,1,0
set00_V001_372.png,304,323,146,205,1,0
set00_V001_1153.png,70,182,141,380,1,0
set00_V001_1522.png,613,631,163,221,1,0
set00_V001_1156.png,51,161,142,381,1,0
set00_V001_1156.png,487,505,165,216,1,0
set00_V001_382.png,357,380,147,205,1,0
set00_V001_382.png,330,350,141,207,1,0
set00_V001_556.png,447,470,139,215,1,0
set00_V001_556.png,395,448,130,236,1,0
set00_V001_935.png,95,230,119,417,1,0
set00_V001_935.png,508,525,166,216,1,0
set00_V001_935.png,360,490,85,396,1,0
set00_V001_815.png,485,502,158,210,1,0
set00_V001_981.png,461,538,101,378,1,0
set00_V001_981.png,59,152,120,343,1,0
set00_V001_1307.png,597,617,160,215,1,0
set00_V001_495.png,437,462,149,219,1,0
set00_V001_353.png,436,460,150,220,1,0
set00_V001_353.png,475,496,155,216,1,0
set00_V001_622.png,23,41,162,214,1,0
set00_V001_1289.png,596,616,160,210,1,0
set00_V001_369.png,486,510,137,222,1,0
set00_V001_369.png,325,347,152,206,1,0
set00_V001_369.png,299,317,148,205,1,0
set00_V001_27.png,582,608,162,227,1,0
set00_V001_27.png,515,538,159,223,1,0
set00_V001_491.png,399,423,147,214,1,0
set00_V001_1063.png,57,165,105,387,1,0
set00_V001_1063.png,358,462,117,367,1,0
set00_V001_397.png,426,451,138,208,1,0
set00_V001_397.png,400,423,134,212,1,0
set00_V001_1474.png,598,618,160,214,1,0
set00_V001_859.png,501,518,163,213,1,0
set00_V001_407.png,501,529,132,211,1,0
set00_V001_407.png,468,493,129,215,1,0
set00_V001_1471.png,597,617,160,214,1,0
set00_V001_518.png,172,189,155,208,1,0
set00_V001_518.png,116,152,164,221,1,0
set00_V001_496.png,447,473,149,220,1,0
set00_V001_496.png,6,30,164,216,1,0
set00_V001_560.png,435,489,129,237,1,0
set00_V001_416.png,553,581,124,218,1,0
set00_V001_229.png,582,604,142,197,1,0
set00_V001_32.png,599,625,162,229,1,0
set00_V001_32.png,531,553,158,226,1,0
set00_V001_1049.png,11,186,84,405,1,0
set00_V001_1049.png,157,265,105,387,1,0
set00_V001_1049.png,311,397,107,357,1,0
set00_V001_1049.png,438,565,103,348,1,0
set00_V001_1110.png,323,473,139,372,1,0
set00_V001_1110.png,97,168,100,337,1,0
set00_V001_833.png,501,518,162,212,1,0
set00_V001_833.png,484,501,161,213,1,0
set00_V001_30.png,592,618,162,228,1,0
set00_V001_30.png,524,546,159,225,1,0
set00_V001_1057.png,-1,87,84,402,1,0
set00_V001_1057.png,98,206,105,387,1,0
set00_V001_1057.png,338,435,117,367,1,0
set00_V001_1057.png,399,514,99,346,1,0
set00_V001_233.png,589,611,142,200,1,0
set00_V001_936.png,104,239,119,418,1,0
set00_V001_936.png,508,525,166,216,1,0
set00_V001_936.png,350,482,85,397,1,0
set00_V001_564.png,476,543,106,252,1,0
set00_V001_356.png,444,468,148,221,1,0
set00_V001_356.png,297,314,156,206,1,0
set00_V001_356.png,478,500,154,216,1,0
set00_V001_1366.png,599,619,160,210,1,0
set00_V001_923.png,20,127,120,410,1,0
set00_V001_923.png,483,611,79,396,1,0
set00_V001_1089.png,461,597,143,376,1,0
set00_V001_1089.png,202,306,98,342,1,0
set00_V001_1459.png,595,615,162,214,1,0
set00_V001_1350.png,598,617,159,212,1,0
set00_V001_1496.png,599,619,162,218,1,0
set00_V001_1094.png,430,568,141,376,1,0
set00_V001_1094.png,171,273,94,334,1,0
set00_V001_1465.png,596,616,161,214,1,0
set00_V001_927.png,41,163,121,414,1,0
set00_V001_927.png,443,582,81,398,1,0
set00_V001_979.png,493,628,111,427,1,0
set00_V001_979.png,68,156,122,345,1,0
set00_V001_922.png,15,118,119,409,1,0
set00_V001_922.png,493,619,78,395,1,0
set00_V001_922.png,431,528,117,361,1,0
set00_V001_921.png,10,109,119,408,1,0
set00_V001_921.png,504,627,78,395,1,0
set00_V001_921.png,438,539,117,356,1,0
set00_V001_1348.png,598,616,159,212,1,0
set00_V001_490.png,389,413,145,211,1,0
set00_V001_625.png,36,53,162,220,1,0
set00_V001_625.png,21,41,162,216,1,0
set00_V001_413.png,557,587,128,213,1,0
set00_V001_413.png,522,549,126,217,1,0
set00_V001_1084.png,490,618,143,374,1,0
set00_V001_1084.png,227,330,101,338,1,0
set00_V001_520.png,184,202,155,208,1,0
set00_V001_520.png,128,165,163,222,1,0
set00_V001_640.png,23,40,161,219,1,0
set00_V001_640.png,5,25,162,216,1,0
set00_V001_1518.png,610,628,163,221,1,0
set00_V001_1158.png,38,147,143,382,1,0
set00_V001_1158.png,487,506,166,217,1,0
set00_V001_1319.png,598,618,160,214,1,0
set00_V001_1071.png,18,126,105,387,1,0
set00_V001_1071.png,394,494,108,358,1,0
set00_V001_545.png,360,381,145,211,1,0
set00_V001_545.png,303,351,143,231,1,0
set00_V001_635.png,30,47,162,220,1,0
set00_V001_635.png,12,32,160,214,1,0
set00_V001_367.png,479,503,139,222,1,0
set00_V001_367.png,323,343,153,206,1,0
set00_V001_367.png,297,315,149,205,1,0
set00_V001_367.png,501,521,147,221,1,0
set00_V001_374.png,517,544,132,223,1,0
set00_V001_374.png,334,356,150,206,1,0
set00_V001_374.png,308,327,145,206,1,0
set00_V001_1056.png,-3,102,84,402,1,0
set00_V001_1056.png,106,214,105,387,1,0
set00_V001_1056.png,335,431,116,366,1,0
set00_V001_1056.png,403,522,99,346,1,0
set00_V001_1703.png,620,638,166,218,1,0
set00_V001_631.png,34,51,162,220,1,0
set00_V001_631.png,17,37,161,215,1,0
set00_V001_312.png,393,409,157,207,1,0
set00_V001_1001.png,421,541,84,419,1,0
set00_V001_1001.png,511,589,101,377,1,0
set00_V001_1001.png,310,392,95,384,1,0
set00_V001_1001.png,44,154,113,362,1,0
set00_V001_860.png,501,518,163,213,1,0
set00_V001_1358.png,599,618,160,211,1,0
set00_V001_486.png,353,376,139,202,1,0
set00_V001_1327.png,598,618,160,212,1,0
set00_V001_964.png,365,495,112,424,1,0
set00_V001_964.png,88,219,79,403,1,0
set00_V001_318.png,394,411,156,209,1,0
set00_V001_326.png,396,415,157,212,1,0
set00_V001_326.png,453,471,158,208,1,0
set00_V001_517.png,165,182,155,207,1,0
set00_V001_517.png,110,146,164,221,1,0
set00_V001_488.png,371,395,143,208,1,0
set00_V001_1292.png,597,617,160,211,1,0
set00_V001_952.png,247,380,113,421,1,0
set00_V001_952.png,508,525,166,216,1,0
set00_V001_952.png,488,591,115,348,1,0
set00_V001_1323.png,598,618,160,213,1,0
set00_V001_539.png,317,338,148,210,1,0
set00_V001_539.png,257,302,149,228,1,0
set00_V001_1324.png,598,618,160,213,1,0
set00_V001_1689.png,603,621,162,214,1,0
set00_V001_1175.png,494,513,166,216,1,0
set00_V001_1002.png,413,535,84,419,1,0
set00_V001_1002.png,505,584,102,378,1,0
set00_V001_1002.png,300,383,94,384,1,0
set00_V001_1002.png,49,159,113,362,1,0
set00_V001_974.png,450,584,111,426,1,0
set00_V001_974.png,21,166,79,402,1,0
set00_V001_974.png,100,182,121,339,1,0
set00_V001_522.png,197,215,154,208,1,0
set00_V001_522.png,141,179,162,222,1,0
set00_V001_357.png,447,471,147,221,1,0
set00_V001_357.png,296,313,155,205,1,0
set00_V001_357.png,479,501,154,216,1,0
set00_V001_1092.png,443,584,143,377,1,0
set00_V001_1092.png,186,286,94,337,1,0
set00_V001_1683.png,596,614,160,212,1,0
set00_V001_769.png,483,498,151,201,1,0
set00_V001_1010.png,347,480,84,423,1,0
set00_V001_1010.png,451,536,102,379,1,0
set00_V001_1010.png,225,316,93,386,1,0
set00_V001_1010.png,301,390,135,332,1,0
set00_V001_375.png,524,551,132,224,1,0
set00_V001_375.png,337,359,150,206,1,0
set00_V001_375.png,310,329,144,205,1,0
set00_V001_510.png,123,139,158,208,1,0
set00_V001_510.png,69,102,166,219,1,0
set00_V001_634.png,31,48,162,220,1,0
set00_V001_634.png,14,34,161,215,1,0
set00_V001_525.png,217,236,154,208,1,0
set00_V001_525.png,160,199,160,223,1,0
set00_V001_768.png,482,498,151,201,1,0
set00_V001_1138.png,160,285,135,374,1,0
set00_V001_644.png,16,33,161,219,1,0
set00_V001_863.png,502,519,163,213,1,0
set00_V001_929.png,51,180,121,415,1,0
set00_V001_929.png,422,567,83,400,1,0
set00_V001_756.png,479,496,151,201,1,0
set00_V001_1065.png,47,155,105,387,1,0
set00_V001_1065.png,364,470,115,365,1,0
set00_V001_1463.png,596,616,161,214,1,0
set00_V001_954.png,268,401,113,422,1,0
set00_V001_954.png,478,578,115,348,1,0
set00_V001_1462.png,596,616,161,214,1,0
set00_V001_949.png,218,352,114,420,1,0
set00_V001_949.png,508,525,166,216,1,0
set00_V001_949.png,505,614,114,348,1,0
set00_V001_36.png,613,639,162,228,1,0
set00_V001_826.png,501,518,161,211,1,0
set00_V001_826.png,484,501,160,212,1,0
set00_V001_1009.png,356,488,84,422,1,0
set00_V001_1009.png,458,542,102,379,1,0
set00_V001_1009.png,235,325,93,385,1,0
set00_V001_1009.png,306,396,135,333,1,0
set00_V001_472.png,238,259,145,201,1,0
set00_V001_343.png,415,438,155,218,1,0
set00_V001_343.png,465,485,156,213,1,0
set00_V001_331.png,399,419,157,214,1,0
set00_V001_331.png,456,475,158,210,1,0
set00_V001_1318.png,598,618,160,214,1,0
set00_V001_227.png,578,600,141,196,1,0
set00_V001_838.png,501,518,162,212,1,0
set00_V001_838.png,484,501,161,213,1,0
set00_V001_918.png,487,499,162,214,1,0
set00_V001_918.png,460,563,117,349,1,0
set00_V001_990.png,505,598,84,410,1,0
set00_V001_990.png,390,488,98,371,1,0
set00_V001_990.png,0,96,113,365,1,0
set00_V001_996.png,460,569,84,415,1,0
set00_V001_996.png,543,618,101,376,1,0
set00_V001_996.png,346,435,96,378,1,0
set00_V001_996.png,20,129,113,362,1,0
set00_V001_909.png,529,613,116,349,1,0
set00_V001_341.png,411,434,155,217,1,0
set00_V001_341.png,463,483,157,213,1,0
set00_V001_1693.png,608,626,163,215,1,0
set00_V001_383.png,361,384,146,204,1,0
set00_V001_383.png,333,353,140,207,1,0
set00_V001_383.png,565,594,133,225,1,0
set00_V001_1031.png,176,310,84,423,1,0
set00_V001_1031.png,297,397,104,384,1,0
set00_V001_1031.png,26,144,91,389,1,0
set00_V001_1031.png,566,637,103,342,1,0
set00_V001_1455.png,595,616,164,214,1,0
set00_V001_504.png,528,556,141,220,1,0
set00_V001_504.png,37,68,166,218,1,0
set00_V001_928.png,46,171,121,415,1,0
set00_V001_928.png,432,574,82,399,1,0
set00_V001_931.png,65,198,121,417,1,0
set00_V001_931.png,402,552,84,401,1,0
set00_V001_1054.png,-3,130,84,402,1,0
set00_V001_1054.png,120,228,105,387,1,0
set00_V001_1054.png,328,421,115,365,1,0
set00_V001_1054.png,410,537,101,347,1,0
set00_V001_972.png,433,566,111,426,1,0
set00_V001_972.png,31,183,79,402,1,0
set00_V001_972.png,115,195,120,337,1,0
set00_V001_419.png,587,616,122,219,1,0
set00_V001_1317.png,598,618,160,214,1,0
set00_V001_1021.png,254,393,84,424,1,0
set00_V001_1021.png,372,465,103,382,1,0
set00_V001_1021.png,123,225,91,387,1,0
set00_V001_1127.png,223,359,134,373,1,0
set00_V001_1127.png,8,79,100,337,1,0
set00_V001_1482.png,599,619,158,213,1,0
set00_V001_17.png,549,574,164,217,1,0
set00_V001_17.png,493,517,161,219,1,0
set00_V001_1362.png,599,619,160,210,1,0
set00_V001_381.png,354,377,147,205,1,0
set00_V001_381.png,327,347,141,207,1,0
set00_V001_462.png,165,185,151,203,1,0
set00_V001_845.png,501,518,163,213,1,0
set00_V001_845.png,483,500,162,214,1,0
set00_V001_339.png,408,430,156,217,1,0
set00_V001_339.png,462,482,157,213,1,0
set00_V001_220.png,566,588,137,191,1,0
set00_V001_1702.png,620,638,166,218,1,0
set00_V001_232.png,587,609,142,199,1,0
set00_V001_402.png,461,488,135,209,1,0
set00_V001_402.png,431,455,132,214,1,0
set00_V001_364.png,468,492,142,222,1,0
set00_V001_364.png,321,340,155,207,1,0
set00_V001_364.png,295,313,151,205,1,0
set00_V001_364.png,492,513,149,219,1,0
set00_V001_223.png,571,593,139,194,1,0
set00_V001_218.png,563,585,136,190,1,0
set00_V001_983.png,448,525,100,378,1,0
set00_V001_983.png,2,56,113,365,1,0
set00_V001_983.png,50,144,118,341,1,0
set00_V001_238.png,598,620,138,202,1,0
set00_V001_976.png,467,602,111,426,1,0
set00_V001_976.png,12,139,79,402,1,0
set00_V001_976.png,86,172,121,342,1,0
set00_V001_6.png,473,498,163,216,1,0
set00_V001_1351.png,598,617,159,211,1,0
set00_V001_1484.png,600,620,158,213,1,0
set00_V001_1464.png,596,616,161,214,1,0
set00_V001_1517.png,609,627,162,220,1,0
set00_V001_1331.png,598,618,160,212,1,0
set00_V001_1340.png,598,617,159,212,1,0
set00_V001_1698.png,615,633,165,217,1,0
set00_V001_951.png,238,372,114,421,1,0
set00_V001_951.png,508,525,166,216,1,0
set00_V001_951.png,494,599,114,347,1,0
set00_V001_1007.png,372,502,84,422,1,0
set00_V001_1007.png,471,553,102,379,1,0
set00_V001_1007.png,254,342,93,384,1,0
set00_V001_1007.png,317,411,135,333,1,0
set00_V001_1027.png,206,343,84,424,1,0
set00_V001_1027.png,327,424,104,384,1,0
set00_V001_1027.png,65,176,91,389,1,0
set00_V001_1508.png,604,624,162,219,1,0
set00_V001_513.png,141,157,157,208,1,0
set00_V001_513.png,86,120,165,220,1,0
set00_V001_957.png,299,430,113,423,1,0
set00_V001_957.png,150,321,81,417,1,0
set00_V001_33.png,603,629,162,229,1,0
set00_V001_33.png,534,556,158,226,1,0
set00_V001_1107.png,345,492,143,372,1,0
set00_V001_1107.png,112,183,100,337,1,0
set00_V001_1475.png,598,618,159,213,1,0
set00_V001_1355.png,598,617,159,211,1,0
set00_V001_570.png,539,613,97,261,1,0
set00_V001_499.png,476,502,147,221,1,0
set00_V001_499.png,16,43,165,217,1,0
set00_V001_1082.png,500,624,144,373,1,0
set00_V001_1082.png,239,337,101,331,1,0
set00_V001_12.png,484,509,162,218,1,0
set00_V001_925.png,31,145,120,412,1,0
set00_V001_925.png,463,597,80,397,1,0
set00_V001_821.png,501,518,161,211,1,0
set00_V001_821.png,485,502,159,211,1,0
set00_V001_937.png,112,246,118,418,1,0
set00_V001_937.png,508,525,166,216,1,0
set00_V001_937.png,340,475,86,398,1,0
set00_V001_1494.png,598,618,162,218,1,0
set00_V001_324.png,395,413,156,211,1,0
set00_V001_916.png,510,516,166,216,1,0
set00_V001_916.png,485,502,162,214,1,0
set00_V001_916.png,475,575,117,349,1,0
set00_V001_1466.png,596,616,161,214,1,0
set00_V001_493.png,418,443,148,217,1,0
set00_V001_1500.png,599,619,162,218,1,0
set00_V001_1103.png,372,511,143,370,1,0
set00_V001_1103.png,118,212,100,331,1,0
set00_V001_1143.png,130,250,136,375,1,0
set00_V001_1119.png,266,411,134,373,1,0
set00_V001_1119.png,34,141,99,333,1,0
set00_V001_0.png,466,492,164,215,1,0
set00_V001_624.png,22,42,162,216,1,0
set00_V001_943.png,164,296,115,418,1,0
set00_V001_943.png,508,525,166,216,1,0
set00_V001_943.png,301,444,90,404,1,0
set00_V001_962.png,348,477,112,424,1,0
set00_V001_962.png,106,257,79,411,1,0
set00_V001_1467.png,596,616,161,214,1,0
set00_V001_1048.png,17,196,84,406,1,0
set00_V001_1048.png,164,272,105,387,1,0
set00_V001_1048.png,308,391,105,355,1,0
set00_V001_1048.png,445,569,103,348,1,0
set00_V001_1696.png,612,630,164,216,1,0
set00_V001_342.png,413,436,155,218,1,0
set00_V001_342.png,464,484,156,213,1,0
set00_V001_511.png,129,145,158,208,1,0
set00_V001_511.png,75,109,166,220,1,0
set00_V001_327.png,396,415,157,213,1,0
set00_V001_327.png,454,472,158,208,1,0
set00_V001_966.png,382,513,112,425,1,0
set00_V001_966.png,72,185,79,397,1,0
set00_V001_544.png,352,373,146,211,1,0
set00_V001_544.png,295,343,144,230,1,0
set00_V001_948.png,209,343,114,420,1,0
set00_V001_948.png,508,525,166,216,1,0
set00_V001_948.png,510,621,114,348,1,0
set00_V001_1160.png,26,133,144,383,1,0
set00_V001_1160.png,487,507,166,216,1,0
set00_V001_235.png,592,614,141,201,1,0
set00_V001_933.png,80,215,120,417,1,0
set00_V001_933.png,508,525,166,216,1,0
set00_V001_933.png,381,506,85,396,1,0
set00_V001_1008.png,364,495,84,422,1,0
set00_V001_1008.png,465,548,102,379,1,0
set00_V001_1008.png,244,333,93,385,1,0
set00_V001_1008.png,311,403,135,333,1,0
set00_V001_1093.png,437,580,143,378,1,0
set00_V001_1093.png,180,279,93,336,1,0
set00_V001_855.png,501,518,163,213,1,0
set00_V001_855.png,481,498,164,216,1,0
set00_V001_222.png,570,592,138,193,1,0
set00_V001_1014.png,314,451,84,424,1,0
set00_V001_1014.png,423,510,103,381,1,0
set00_V001_1014.png,188,283,92,386,1,0
set00_V001_1014.png,286,369,135,332,1,0
set00_V001_1515.png,607,626,162,220,1,0
set00_V001_379.png,551,581,128,225,1,0
set00_V001_379.png,348,371,148,205,1,0
set00_V001_379.png,320,339,142,206,1,0
set00_V001_241.png,606,629,137,203,1,0
set00_V001_814.png,485,502,158,210,1,0
set00_V001_1032.png,168,301,84,422,1,0
set00_V001_1032.png,289,389,104,385,1,0
set00_V001_1032.png,16,136,91,389,1,0
set00_V001_1032.png,560,633,102,341,1,0
set00_V001_572.png,558,631,100,261,1,0
